True,exp_0,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10,exp_11,exp_12,exp_13,exp_14,exp_15,exp_16,exp_17,exp_18,exp_19,exp_20,exp_21,exp_22,exp_23,exp_24,exp_25,exp_26,exp_27,exp_28,exp_29,exp_30,exp_31,exp_32,exp_33,exp_34,exp_35,exp_36,exp_37,exp_38,exp_39,exp_40,exp_41,exp_42,exp_43,exp_44,exp_45,exp_46,exp_47,exp_48,exp_49,exp_50,exp_51,exp_52,exp_53,exp_54,exp_55,exp_56,exp_57,exp_58,exp_59,exp_60,exp_61,exp_62,exp_63,exp_64,exp_65,exp_66,exp_67,exp_68,exp_69,exp_70,exp_71,exp_72,exp_73,exp_74,exp_75,exp_76,exp_77,exp_78,exp_79,exp_80,exp_81,exp_82,exp_83,exp_84,exp_85,exp_86,exp_87,exp_88,exp_89,exp_90,exp_91,exp_92,exp_93,exp_94,exp_95,exp_96,exp_97,exp_98,exp_99,exp_100,exp_101,exp_102,exp_103,exp_104,exp_105,exp_106,exp_107,exp_108,exp_109,exp_110,exp_111,exp_112,exp_113,exp_114,exp_115,exp_116,exp_117,exp_118,exp_119,exp_120,exp_121,exp_122,exp_123,exp_124,exp_125,exp_126,exp_127,exp_128,exp_129,exp_130,exp_131,exp_132,exp_133,exp_134,exp_135,exp_136,exp_137,exp_138,exp_139,exp_140,exp_141,exp_142,exp_143,exp_144,exp_145,exp_146,exp_147,exp_148,exp_149,exp_150,exp_151,exp_152,exp_153,exp_154,exp_155,exp_156,exp_157,exp_158,exp_159,exp_160,exp_161,exp_162,exp_163,exp_164,exp_165,exp_166,exp_167,exp_168,exp_169,exp_170,exp_171,exp_172,exp_173,exp_174,exp_175,exp_176,exp_177,exp_178,exp_179,exp_180,exp_181,exp_182,exp_183,exp_184,exp_185,exp_186,exp_187,exp_188,exp_189,exp_190,exp_191
b3444,0.39869487,0.1248043,-0.15236625,-0.08319668,0.17389064,-0.03313532,-0.28309104,0.15224612,0.1417803,-0.12125984,0.28306356,-0.1980508,0.22016335,-0.030018954,-0.0049641957,0.28371024,-0.036405005,-0.16998027,0.39858606,0.17059809,-0.093325,0.05325247,0.12319765,-0.006596252,0.15831046,-0.18234402,-0.6111784,0.27322194,-0.40037605,0.1887926,-0.06390312,-0.09982379,-0.18276103,0.628726,0.0021209258,-0.24422173,0.6186285,0.3034041,0.22735855,0.03452415,0.02391487,-0.018382702,0.13369122,-0.24358815,0.028553007,-0.004913358,0.20644969,0.25623357,0.099064596,0.065736316,0.04835862,-0.08397167,0.04804208,0.010899589,0.16270797,0.11461381,-0.11415442,0.03782103,0.13654132,0.21492924,-0.15697268,-0.17571636,-0.24186538,-0.32345137,0.029300898,0.017853223,0.14453006,0.17981997,-0.17094961,0.1003023,0.3315117,0.089700125,-0.45762378,0.0047315336,-0.064105846,-0.12397598,-0.04914484,0.006666401,-0.02457448,-0.008272298,-0.26570922,-0.19325107,0.0068211653,-0.028351214,0.11139788,0.43791837,-0.17214535,0.33616197,-0.43408662,0.24919195,0.2439969,0.11645458,0.23182903,0.37147194,0.16840729,0.13936295,-0.46294913,-0.46496043,0.04175075,-0.087543264,0.1154859,0.119750276,-0.64699554,0.12197794,-0.17258903,-0.17019932,-0.2439334,-0.13141516,0.20117754,0.26891932,-0.33404598,-0.25903323,0.071142994,0.6655721,-0.037293848,0.13649437,0.04557635,0.2640745,-0.3133513,0.07790405,-0.12449031,-0.23062648,-0.08972356,0.23980536,0.40979135,-0.112992115,-0.031936478,0.26293933,0.1811681,0.2896027,0.17197068,0.076531425,0.09362176,-0.044449363,0.06719593,0.11720635,0.039100584,0.23028581,0.19063096,0.23886612,0.3142181,0.25626495,0.0053907284,-0.12396662,-0.37745497,-0.2650704,0.11250234,0.0029810048,-0.020111207,-0.12610537,-0.051487055,-0.19895706,-0.5045103,0.17261142,-0.301718,0.031856082,0.23956813,0.32502043,-0.46755725,-0.25960132,-0.33811945,-0.23684324,-0.040968977,0.048927713,-0.22148441,0.24061719,0.046609074,0.03631528,-0.32829693,-0.023454629,0.16298236,-0.16744861,0.14820634,-0.111923486,-0.2457878,0.0770287,0.45583338,0.13680741,0.035080705,-0.23349823,0.067173995,0.065708436,0.17107916,0.48403987,0.21993855,0.24782164,-0.051283345,-0.124991834,0.189194,-0.09452607,-0.12916148,-0.23355944
b0259,0.2740002,-0.53695434,-0.4899182,-0.053151507,0.49245188,0.4998246,-0.4543332,0.3518939,-0.05558262,-0.14147553,0.3995757,0.24716286,0.3575079,-0.3436432,-0.35344318,0.31139916,0.23183483,-0.20659478,0.3744545,-0.07463205,-0.027210815,0.06503588,0.27489066,0.09968387,0.11136887,-0.0018651371,-0.10048104,0.04695512,0.09290339,0.31192684,0.04312312,-0.012942262,0.047990166,0.23482375,-0.07240932,-0.096039645,-0.00676927,-0.18637075,0.27617407,-0.04578071,0.2767487,0.22823909,0.22923993,-0.15211973,0.2703571,-0.13717209,0.06623402,0.31724587,-0.14332062,-0.07002827,0.11949856,-0.25722134,0.01457857,-0.017606732,-0.21146365,0.35223523,0.2750445,0.33031872,0.3765962,-0.58596766,0.3168579,-0.12462629,0.17620991,-0.14275394,0.16136299,0.15882944,0.30500734,0.017470717,-0.08138683,-0.29368052,-0.1913347,0.15077354,-0.4024582,0.010998822,-0.1093815,0.118135445,0.15617843,-0.06521199,-0.5262843,0.07135307,-0.35227644,0.035326783,-0.2817664,0.28628722,0.02616703,-0.6348629,-0.52785385,-0.033552594,-0.3758961,0.029030727,0.07239274,-0.35277385,-0.31843188,0.08070325,0.2080847,0.03963336,-0.38324746,0.044583697,0.53510153,-0.023284964,-0.06946556,-0.2174923,-0.6029129,-0.07228106,0.13900703,0.24441488,-0.008813054,0.24897572,-0.09756066,-0.029987443,-0.30789018,-0.337393,0.24600638,0.26746345,0.29225248,0.3050169,0.06043666,-0.24201077,0.2514665,-0.39594245,-0.39788952,-0.3064858,-0.11212871,0.6268225,-0.21104842,0.08838108,0.17506278,0.19480789,0.03460523,0.46457273,0.051150642,0.23947951,0.2548171,-0.2871303,0.41287568,0.00062467984,-0.026079837,-0.0753197,0.14089397,-0.29919016,0.37419504,0.33446553,0.4186494,-0.19825059,-0.23432335,-0.23547761,0.009546068,0.33147225,-0.5013452,0.23078278,-0.33596316,-0.2619632,-0.017079428,0.24209017,-0.037059378,0.08939073,0.5210443,0.25504714,0.0910756,0.08962996,-0.12101745,-0.16623324,0.3200067,0.64610046,-0.09599665,0.30537984,0.18743795,-0.0803248,-0.3945955,0.017080413,0.2643964,0.14123645,0.23348327,-0.014680863,-0.08703788,0.15080999,-0.046310104,0.36581358,0.21979898,-0.53488475,0.00076302374,-0.021116098,0.3821174,0.27133724,0.004585505,-0.22333889,0.5539889,-0.068497814,-0.16533181,-0.60605556,-0.030219099,0.19877686
b0552,0.30690536,-0.44043216,-0.28771436,-0.4577933,0.342969,0.26502723,-0.63714176,0.43752122,-0.039661773,-0.19371912,0.33691013,0.13124873,0.4727317,-0.2757765,-0.4041363,0.407207,-0.036280617,-0.28260502,0.31931102,-0.20616663,0.13583077,-0.414352,0.6841937,0.00019612128,0.012676053,-0.1727743,-0.09932646,-0.051351026,0.2833532,0.19529401,-0.026046041,-0.17331088,0.302702,0.20844258,-0.19709437,-0.14002752,-0.16684087,-0.054655943,0.3332408,-0.006088061,0.18162575,0.12850474,0.33180285,-0.24102023,0.4419406,-0.4893057,0.21877237,0.36968225,0.17490573,-0.080728486,0.38395005,-0.38628435,-0.21548292,0.103531845,-0.103366345,0.2811837,0.36451766,0.5339462,0.3575006,-0.49374887,0.29850757,-0.263149,0.18908365,-0.3451694,0.21359502,-0.14356367,0.4557837,-0.25617808,-0.1666063,-0.24364164,-0.30676475,0.3085048,-0.4185151,0.1794853,-0.04599115,0.050347053,-0.092498496,-0.1974024,-0.42337137,0.17306799,-0.42133784,0.21118161,-0.34459126,0.13369085,-0.03932044,-0.6144683,-0.39490137,-0.18790002,-0.3744154,0.17609599,0.08233724,-0.028552921,-0.5307891,0.23397908,0.083936796,0.0012481374,-0.4953196,-0.110210896,0.5289896,-0.07602594,-0.09291766,-0.3979705,-0.7619736,0.40624124,-0.012767452,0.29649505,-0.034810875,-0.03810458,-0.04260279,-0.0007879734,-0.3324624,-0.3310781,0.13103575,0.32273915,0.27647308,0.48723382,0.17576861,-0.25219098,0.17801172,-0.21649022,-0.3362623,-0.08978473,-0.054953523,0.3431788,-0.17218262,0.34021416,-0.08484352,0.26339445,0.15295808,0.63522863,0.021447018,0.33194673,0.098607175,-0.078631476,0.39173707,-0.03172788,0.11488504,-0.07701639,0.3544405,0.18635401,0.3076792,0.29534364,0.49042302,-0.037067477,-0.15652296,-0.40914255,-0.005072626,0.52130705,-0.34280008,0.12615529,-0.24073832,-0.2698386,-0.15913095,-0.023324737,-0.051327545,0.0606167,0.48811093,0.11234425,0.113238014,0.0130525045,-0.15072666,-0.26540962,0.21677652,0.55431443,-0.05446309,0.29770607,-0.10198285,-0.076845676,-0.062456265,-0.14331605,0.13232604,0.09420785,0.0846231,0.03456558,0.2608248,-0.22295037,0.07299611,0.170327,0.13968971,-0.6671498,-0.14709732,-0.18583667,0.44247216,0.0039077015,0.16441384,-0.34169835,0.51377606,0.1237682,0.061280478,-0.56865364,-0.025771622,-0.029067582
b0656,0.2368556,-0.2202252,-0.43646812,-0.12431578,0.547576,0.3131508,-0.52988625,0.35537115,0.1122698,-0.071725436,0.44048268,0.26767763,0.30574498,-0.6406405,-0.20236552,0.26177692,0.22471684,-0.1690035,0.38159683,-0.18016642,0.2233078,-0.27965844,0.6114083,0.106739886,0.08893728,-0.16240835,-0.024490673,-0.23458435,0.16327411,0.2268456,-0.17215231,0.32614148,0.2181171,0.3866982,-0.13293763,-0.062271655,-0.02384824,-0.027155742,0.36828715,0.19105814,0.26645535,0.17783123,0.2866608,-0.2583588,0.090200365,-0.16928548,-0.039150067,0.3567051,0.04864828,0.2349562,0.11187559,0.04958801,-0.019182367,0.050109748,0.053071395,0.3803573,0.012038685,0.53840107,0.2189354,-0.3377151,0.25133052,-0.011135096,0.20313686,0.053982545,0.24654435,-0.21729118,0.28208253,-0.058552753,-0.01359001,-0.31395262,-0.35800862,0.21860012,-0.34072104,-0.11345716,-0.120412916,-0.06211116,0.19276103,-0.098357484,-0.501149,0.23971422,-0.4120325,0.17420037,-0.2764382,0.008362043,0.15030831,-0.36853492,-0.3398167,-0.076578155,-0.14814681,0.09141002,0.14410332,-0.17105618,-0.44959512,0.079773925,0.0031888233,0.12202803,-0.41482225,0.25891775,0.3406428,0.011753367,-0.08145783,-0.3747358,-0.41504765,0.060575325,0.029477084,0.21138814,-0.04284228,-0.016199557,0.038034536,0.14799426,-0.17179202,-0.08796693,0.19647318,0.39377683,0.28445446,0.3715356,0.14311182,-0.10172421,0.18726857,0.17707376,-0.4642394,0.021358635,-0.17742883,0.3128154,-0.24480113,0.22127303,-0.0095074745,0.41184542,0.16342634,0.5015779,0.13980496,0.22660622,-0.008595191,-0.3122264,0.43780494,-0.08205214,0.1883775,-0.11656076,0.45230255,-0.21078566,0.36571285,0.25692722,0.53764296,-0.10133448,-0.008768745,-0.5198755,0.025607316,0.17311874,-0.33872357,0.0300965,-0.28814942,-0.29660723,-0.15991907,0.16223677,0.03506505,0.04904718,0.3684691,0.22142291,0.24496195,-0.16955496,-0.14150675,-0.24340841,0.21939565,0.40956542,0.015900591,0.16965023,-0.099085845,0.0712694,-0.48060507,-0.08013052,0.2945339,0.025435803,0.199779,-0.1163635,-0.0020052718,-0.17796522,0.03286201,0.37114233,0.14105509,-0.62787753,-0.26124877,-0.19282128,0.38185924,-0.048214164,-0.07562942,-0.40872478,0.48886806,0.072530225,-0.17493296,-0.716717,0.06151279,-0.13481158
b4711,0.70901245,0.3885568,-0.25074038,-0.18659367,0.1673805,-0.007986499,-0.3703236,-0.009019889,0.03191956,-0.18727106,0.15002178,-0.23754075,0.18428324,-0.068615265,-0.09797992,0.33497658,-0.030424418,-0.1353147,0.7098289,0.14373247,0.20776597,0.17454064,0.029132407,-0.0074222386,0.2529038,-0.12031169,-0.9038033,0.20403625,-0.17265584,0.20759639,0.068826385,-0.10436711,-0.107816346,0.5743302,-0.097422004,-0.16515738,0.56207794,0.3703723,0.23477893,-0.041253783,-0.18385944,0.10973208,-0.089842655,-0.11937886,-0.46114287,-0.19969721,0.25855252,0.42792478,0.19323203,-0.037571434,0.35562807,-0.15285552,-0.4501876,0.38953593,0.25516877,-0.100444935,-0.06737936,-0.24133714,0.17962539,0.2452523,0.0328218,-0.44440845,-0.14158303,-0.10498301,-0.28988722,0.03808347,0.6659572,0.10613148,-0.19144733,-0.22745249,0.2818744,-0.14239566,-0.09282033,-0.10560805,-0.03808227,-0.21893395,-0.17563811,-0.18724309,-0.15291572,-0.15717712,-0.32587636,-0.28194267,0.2567303,0.123012185,0.4304467,0.3030887,-0.073454715,0.23645502,-0.44794342,0.31522828,0.19469397,0.019047003,0.27202183,0.3271047,-0.0051695313,0.1835042,-0.4988243,-0.33304867,0.08653963,0.10918641,0.14776626,-0.13692161,-0.4839425,0.17173526,0.01296197,-0.25845572,-0.41569498,-0.18874006,0.28465867,-0.27801216,-0.32878846,-0.53794366,-0.06037168,0.61713433,-0.15327646,0.022452353,0.17030323,0.36664096,-0.28850204,0.035309345,-0.13310662,-0.31491208,-0.187365,0.25479323,0.3044236,-0.01180838,-0.21564335,0.05101628,0.07646828,0.34735984,0.16758333,0.1274025,-0.069759354,0.10449292,-0.015771387,0.17671083,-0.16193001,0.028823227,0.043181363,0.21976332,0.52782243,0.33509544,-0.25367785,-0.20282538,-0.29651737,-0.3742194,0.37206295,0.054876793,-0.2433255,0.001578044,0.013181854,-0.025361389,-0.051077034,0.054854687,-0.11555577,0.010900284,0.04942407,0.24881966,-0.30988517,-0.030368816,-0.056818284,-0.049460117,-0.05111861,-0.23646732,-0.13475764,0.3934037,0.37222466,0.27280313,-0.20806089,-0.03594744,0.043021366,-0.20803607,0.07904226,-0.31979662,-0.39312896,0.23519892,0.47909385,0.3049268,0.10319068,-0.38493797,-0.07391396,-0.07064392,-0.003814211,0.36997372,0.1453276,0.098070875,-0.0054045753,-0.035100427,0.23927137,-0.2389279,-0.10366449,0.12486906
b1331,0.5148069,0.076985285,-0.096709654,-0.13713169,0.5138093,-0.0010108582,-0.28581893,0.29104996,0.25302944,-0.23784907,0.1145889,-0.17745203,0.12736996,0.09726092,-0.028230565,0.32660922,-0.048911266,-0.11921567,0.34753835,0.19654728,0.122331694,0.26319903,0.10352361,0.08333983,0.39644244,-0.12040495,-0.82508105,0.09147003,-0.17285366,0.11515237,-0.16165228,-0.080880135,-0.16980918,0.6324369,-0.076452434,-0.40043604,0.65600836,0.23830125,0.023863425,0.15862675,0.03156691,0.25441024,0.0544658,-0.1547549,-0.16752829,-0.29421604,0.22503905,0.1675262,0.1419272,-0.22215907,0.28762734,-0.19903147,-0.28743717,0.11335978,0.48169547,0.066844836,-0.3307072,-0.20843442,0.10291311,0.30481827,0.02642117,-0.4408638,-0.23857167,-0.23767929,-0.31767327,0.050852586,0.5799065,-0.030747611,-0.15723649,-0.066218466,0.37211332,0.1141549,-0.358299,-0.10411272,0.022288095,-0.24234541,-0.02165572,-0.11145268,-0.19509894,-0.09310276,-0.27090168,-0.1419167,-0.037096545,-0.033885565,0.05035338,0.28831792,-0.12005065,0.46343136,-0.37121132,0.28217417,0.14028391,0.0896831,0.11441249,0.35218084,0.027997028,0.31517193,-0.4996478,-0.23760115,0.11831961,-0.15084665,0.3102142,-0.19022952,-0.5949043,0.23861125,0.044297732,-0.16283236,-0.11445066,-0.14564009,0.28667527,0.005925485,-0.57174915,-0.40604493,0.043189395,0.7337513,-0.21068987,0.12343423,0.17145987,0.33250412,-0.5302957,-0.20440458,0.05901094,-0.17334944,-0.26069394,0.1455684,0.35639954,-0.0063111386,-0.19977944,0.18903704,0.234643,0.4528101,0.06911204,0.19036761,-0.03706779,0.04007247,0.15252547,0.21756479,-0.061010852,0.0857051,0.26370358,0.30136546,0.35516173,0.32841137,-0.15189081,-0.095385194,-0.43788627,0.015741093,0.26975045,0.1554748,-0.36906382,0.06405977,-0.07049361,-0.0547237,-0.12552397,0.27060792,-0.43141833,0.0512489,0.023216488,0.24073863,-0.5260317,0.03561412,-0.04174403,-0.22597548,-0.109700814,-0.17230122,0.0043918286,0.5224253,0.19878317,-0.016086021,-0.3745724,0.05632297,0.078546286,-0.13931508,0.18007869,-0.028128235,0.034387186,0.23515996,0.51079947,0.20053354,0.1212736,-0.11741604,0.08589089,0.014956526,0.13523681,0.52894396,0.1279213,0.253606,-0.08998974,-0.12575753,-0.07643547,-0.07122357,-0.27599788,0.17446011
b2030,0.25091007,-0.49277055,-0.21476704,-0.12930478,0.26139477,-0.036260143,-0.6179603,0.34582442,0.13426387,-0.14333016,0.4108272,0.10528578,0.237228,-0.25071877,-0.38670444,0.550376,0.21248125,-0.22218314,0.34602436,-0.3124771,0.33265397,-0.2739726,0.58974475,0.17436516,0.059449874,0.13679652,-0.0932013,-0.061181936,0.19098482,0.15468109,-0.08981363,-0.21610364,0.15840627,0.10722229,-0.2690854,-0.02320615,-0.103188634,-0.17553376,0.2800152,-0.18530689,0.16881438,0.2417955,0.3282004,-0.26181287,0.35668775,-0.17591202,-0.1030519,0.4031729,0.16324233,-0.08115815,0.06871854,0.019334015,-0.053635783,-0.11785627,-0.06274035,0.2242346,-0.048449777,0.2913336,0.19610374,-0.6200594,0.3110887,-0.106833525,0.031847745,-0.10752745,0.099331014,-0.024249597,0.44532555,-0.19047509,0.013938903,-0.208061,-0.23996198,0.13411579,-0.39556846,0.056523237,-0.16586164,0.1369251,0.19854623,-0.01594224,-0.60135275,-0.08667511,-0.2699741,0.32693705,-0.19423409,0.14144559,-0.14889434,-0.36686748,-0.39688328,-0.09968374,-0.22040547,0.1153957,-0.16838399,-0.03015407,-0.50651824,0.29136518,0.093392394,0.06653587,-0.36546144,-0.060546916,0.22266924,-0.012059864,-0.0031505493,-0.26445356,-0.3819912,0.36892238,-0.013881222,0.12627539,0.04884261,0.14205919,-0.0813016,0.014208251,-0.35782284,-0.10834095,0.116106465,0.14566198,0.22881487,0.28413036,0.21009785,-0.2748622,0.084361464,0.08127563,-0.34778112,-0.011898467,-0.01223037,0.4227734,-0.26450518,0.17762646,-0.08450082,0.22612195,0.0901477,0.43809488,0.006191777,0.29338422,-0.15757678,-0.35872388,0.5216456,-0.01686061,0.28091857,-0.20614651,0.5906028,0.048334215,0.33214167,0.31769374,0.44141787,-0.17222673,0.055097826,-0.4189521,-0.17742085,0.42716804,-0.4770355,0.17288606,-0.1537366,-0.11242736,-0.059116203,-0.22823353,0.09943356,0.13067944,0.45470813,0.25185838,0.26871648,0.07347058,-0.34296927,0.0081333425,0.13083929,0.6445373,-0.023542762,0.28218567,-0.19677658,-0.0941297,0.027981747,-0.10776766,-0.08673731,-0.06721217,0.2266679,0.04672393,-0.04297996,-0.053929396,0.17596744,0.21094224,0.35238165,-0.4459835,-0.1859565,-0.05943254,0.38503826,-0.094580054,-0.1671475,-0.4785383,0.36358654,0.3056271,-0.30769804,-0.52443963,-0.045715876,0.22638384
b2192,0.19088031,-0.44206917,-0.33998805,-0.14588198,0.7031442,0.33741271,-0.64296263,0.38819754,0.10683925,-0.27173257,0.27286005,-0.074390575,0.3725044,-0.20635456,-0.19112736,0.58326554,0.18856022,-0.16473216,0.51781243,0.012549775,0.34852755,-0.18476027,0.72468865,0.16174217,0.1429851,-0.048009172,-0.11238156,-0.10158131,0.28501323,0.0699924,-0.05979061,-0.18256657,0.23886551,0.16665733,-0.053138994,-0.005098057,-0.09352982,0.1085038,0.2214681,-0.1627353,0.3217005,0.0729477,0.12992272,-0.122719005,0.38049406,-0.07619198,0.10995963,0.3335218,-0.05870891,-0.036190562,0.14050525,-0.25546712,-0.066510364,0.0046234345,-0.11040453,0.31933126,0.19372416,0.59771353,0.2582893,-0.5637369,0.338481,-0.08898059,0.077164195,-0.21885237,0.28421566,-0.07767351,0.35898504,-0.1661939,-0.14471586,-0.29499125,-0.22454478,0.31153026,-0.38234013,0.006556305,-0.2264656,0.22338003,-0.011160831,0.030954571,-0.53418607,0.018141264,-0.23443861,0.15613699,-0.1372131,0.052001446,0.0784191,-0.41678447,-0.3460177,-0.19218306,-0.27311385,0.2584364,-0.052457478,-0.12424557,-0.27191,-0.0033022205,0.084879965,-0.02329063,-0.29607219,0.17410837,0.36470556,-0.08105263,-0.30282396,-0.49002317,-0.3219278,0.21234396,-0.014307918,0.29908478,0.016087258,0.19094227,-0.18863522,0.115789846,-0.37087446,-0.34356582,0.3847231,0.1348374,0.4237737,0.29226097,0.19286798,-0.002662497,0.11499524,0.011447024,-0.3550324,0.25849482,-0.2612499,0.36330286,-0.11630339,0.120927855,0.17866263,0.31609276,0.18939531,0.63773507,0.12534413,0.4098001,0.06286334,-0.18553896,0.2324081,-0.020802945,0.14546019,-0.41040725,0.44845748,-0.044214007,0.15535703,0.3629847,0.33122203,-0.25778443,0.075286806,-0.41446275,-0.16269626,0.45209664,-0.358473,0.058481485,-0.026597701,-0.19599512,-0.10512022,0.07926802,0.036630645,0.21704182,0.532606,0.22299391,-0.03000759,0.09206196,-0.13440804,-0.085196964,0.19288865,0.6313027,-0.020469509,0.23128128,-0.18365361,0.00051710074,-0.36217293,-0.144178,-0.0075943107,0.13985068,0.13963555,0.17467275,0.17055477,-0.058574203,0.10412414,0.32525256,0.084336706,-0.56482714,-0.06767542,-0.15687814,0.33922687,-0.011138122,0.03252228,-0.29263768,0.42134878,-0.09887379,-0.21249291,-0.4234066,-0.032848015,0.1734838
b2982,0.5447076,0.07138005,-0.12050261,-0.118993945,0.53601754,0.20706873,-0.3798088,0.108930804,0.16822253,-0.34126055,0.26373652,-0.22162716,-0.171458,0.26794192,-0.14777318,0.35671672,-0.0020177497,-0.15616162,0.3596132,0.4448848,0.16864249,0.35956278,0.24571873,0.082290135,-0.119650066,0.04442335,-0.68570626,-0.015149702,-0.16526839,0.2648162,0.105459735,-0.23965062,-0.3416207,0.67216223,-0.12364243,-0.089291416,0.48066676,0.28404757,0.1524638,-0.043834772,-0.11422478,0.29942298,0.15727441,-0.081002645,-0.23356272,-0.114667565,0.48610818,0.31187013,0.17542002,0.014539566,0.3090489,-0.36711454,0.05037909,0.23734951,0.44939232,-0.03527882,-0.017072368,-0.25525683,0.20908543,0.08260249,-0.2099112,-0.2822706,-0.19897963,-0.07150223,-0.2971857,0.07772492,0.62193686,0.0066987365,-0.15468755,-0.26737872,0.37619257,-0.14133409,-0.28835592,0.0064399196,-7.7194294e-05,-0.15014064,0.14899033,0.14062437,-0.20189513,-0.1908386,-0.25184497,0.02800824,0.1738686,-0.13052458,0.101747915,0.35132706,-0.35005867,0.33484292,-0.5336556,0.0031428668,0.12766588,0.054627944,0.19877703,0.21748781,0.22539134,0.23134449,-0.42126474,-0.12430267,0.08831179,6.3027466e-05,0.10610021,-0.18444018,-0.47328994,0.36182868,0.047819942,0.074123815,-0.35322627,-0.17202814,0.06889755,-0.06238048,-0.67310125,-0.4803892,-0.24914233,0.33168548,-0.08063385,0.16001108,0.37770918,0.15257144,-0.2104579,0.17925082,0.023159,-0.046998188,-0.38632685,0.14593853,0.24254982,-0.24973533,-0.083627544,0.07496027,0.1598822,0.5593697,-0.12236815,-0.0127950935,-0.021280482,-0.132213,0.020897977,0.19239557,-0.11685928,0.18024987,0.4257103,0.23229869,0.24636558,0.33671883,-0.099654034,-0.23835547,-0.2678818,-0.055861417,0.13114452,0.17822997,-0.14491293,-0.09993266,0.050028436,-0.13563338,-0.18230614,0.2244405,-0.24416712,-0.0049065514,0.17260073,0.28524,-0.2848753,-0.13024516,0.11742085,-0.054602917,0.0750394,-0.16036198,-0.0152402595,0.54869187,0.09177777,0.015229155,-0.39012662,0.0139464745,0.008861742,-0.18510725,0.14991131,-0.080511674,-0.20853432,0.1453051,0.0944677,0.38846987,-0.04677327,0.023349501,0.17475232,-0.21436207,0.056375112,0.14425333,0.26527458,0.0716276,0.15919526,-0.18573575,0.06456561,-0.16026655,-0.14541194,0.28239754
b3218,0.24648373,-0.30765003,-0.3722116,-0.15019561,0.27588588,0.17394865,-0.78464127,0.40879914,0.028331108,-0.050176,0.40495697,0.18551879,0.40231717,-0.34493175,-0.16650206,0.49487695,0.18132818,0.05527505,0.58742243,-0.2085148,0.3316684,-0.05259965,0.64715827,0.1551648,0.086306594,-0.05920578,-0.055690397,-0.08950717,0.30129483,0.39735237,-0.080895066,-0.032093316,0.20850532,0.100687794,-0.31744757,-0.023967594,-0.03134464,-0.2072216,0.3555716,-0.015758641,0.26144484,0.12161985,0.32328698,-0.1814855,0.44834688,-0.16236755,0.05868718,0.49092695,0.020350793,0.0607335,0.22243096,-0.24792357,0.20132075,0.034772564,-0.043793447,0.38986695,0.32757047,0.44898847,0.47939634,-0.5705253,0.008954819,-0.0709497,0.24716248,-0.120626055,0.00027330336,0.026736638,0.53217936,-0.19362873,-0.12093291,-0.20955913,-0.29568824,0.2221027,-0.41318524,0.10705838,-0.1927684,0.21047077,-0.0069945375,-0.035753805,-0.52885026,0.041112658,-0.28396356,0.22147736,-0.11919423,0.21955734,0.08271244,-0.32150906,-0.3183961,-0.2631131,-0.4626701,0.34764364,-0.011875468,-0.06361542,-0.2589574,0.13818038,0.13043082,-0.111052684,-0.3917967,0.18669094,0.47973683,-0.018618552,0.10436008,-0.3011432,-0.6054984,0.30431208,0.020177752,0.21451189,-0.056089316,0.051109057,0.06718067,0.031873614,-0.2685092,-0.19488417,0.29751682,0.3677304,0.24382661,0.1850646,-0.11376769,-0.13213223,-0.062221162,-0.23332216,-0.30279484,-0.13417427,-0.42744413,0.2549509,-0.29168177,0.33309224,0.117294915,0.32887772,0.06790144,0.43122578,-0.20755355,0.33492637,0.08860321,-0.06860422,0.30927676,-0.026099859,0.2266845,-0.19117382,0.49129462,-0.25431922,0.5106395,0.1667362,0.42363027,-0.14093566,-0.08772229,-0.31257463,-0.24438864,0.44242015,-0.540711,0.046775457,-0.22780567,-0.2479792,-0.233262,0.12875776,-0.04464315,0.115801506,0.5671223,0.08352183,0.101252384,-0.024430942,-0.087157935,-0.4565964,0.15133066,0.5646372,-0.13722646,0.2641703,0.19169766,-0.0018168183,-0.19837585,-0.26231742,0.06765264,0.05647243,0.26649633,-0.15722974,0.22082789,0.015715685,0.0068880063,0.27673277,0.156316,-0.66834223,-0.109486975,-0.28917325,0.39710295,-0.18798825,-0.010204733,-0.39952046,0.46718544,-0.020021414,0.033682957,-0.45321798,0.06734035,0.09389264
