protein1 protein2 combined_score
511145.b2301 511145.b0526 175
511145.b2301 511145.b0680 228
511145.b2301 511145.b4034 200
511145.b2301 511145.b0930 215
511145.b2301 511145.b1876 224
511145.b2301 511145.b1635 900
511145.b2301 511145.b0144 228
511145.b2301 511145.b1710 187
511145.b2301 511145.b0194 261
511145.b2301 511145.b0642 253
511145.b2301 511145.b3988 190
511145.b2301 511145.b4258 169
511145.b2301 511145.b2114 305
511145.b2301 511145.b3987 159
511145.b2301 511145.b2400 228
511145.b2301 511145.b0838 900
511145.b2302 511145.b0144 228
511145.b2302 511145.b1876 224
511145.b2302 511145.b0930 215
511145.b2302 511145.b0680 228
511145.b2302 511145.b0526 175
511145.b2302 511145.b0026 223
511145.b2302 511145.b2400 228
511145.b2302 511145.b3987 159
511145.b2302 511145.b2114 305
511145.b2302 511145.b4258 169
511145.b2302 511145.b0194 261
511145.b2302 511145.b0642 253
511145.b2302 511145.b3988 190
511145.b2303 511145.b1004 326
511145.b2306 511145.b0760 540
511145.b2306 511145.b1294 540
511145.b2306 511145.b0365 540
511145.b2306 511145.b3725 540
511145.b2306 511145.b2546 540
511145.b2306 511145.b4087 540
511145.b2306 511145.b1754 540
511145.b2306 511145.b0652 540
511145.b2306 511145.b3544 540
511145.b2306 511145.b0764 540
511145.b2306 511145.b3568 540
511145.b2306 511145.b4289 540
511145.b2306 511145.b1312 540
511145.b2306 511145.b0413 171
511145.b2306 511145.b0861 540
511145.b2306 511145.b3486 360
511145.b2306 511145.b4227 540
511145.b2306 511145.b1126 540
511145.b2306 511145.b2679 540
511145.b2306 511145.b2179 540
511145.b2306 511145.b1917 540
511145.b2306 511145.b3020 360
511145.b2306 511145.b1243 540
511145.b2306 511145.b3543 540
511145.b2306 511145.b1859 540
511145.b2306 511145.b4460 540
511145.b2306 511145.b0655 540
511145.b2306 511145.b0589 540
511145.b2306 511145.b0199 540
511145.b2306 511145.b3917 540
511145.b2306 511145.b3270 540
511145.b2306 511145.b3542 540
511145.b2306 511145.b0830 540
511145.b2306 511145.b0864 540
511145.b2306 511145.b1513 540
511145.b2306 511145.b4231 540
511145.b2306 511145.b0933 540
511145.b2306 511145.b1486 540
511145.b2306 511145.b3480 540
511145.b2306 511145.b1901 540
511145.b2306 511145.b2197 540
511145.b2306 511145.b4485 540
511145.b2306 511145.b2131 540
511145.b2306 511145.b2677 540
511145.b2306 511145.b1918 540
511145.b2306 511145.b1441 540
511145.b2306 511145.b2150 540
511145.b2306 511145.b0590 540
511145.b2306 511145.b3749 540
511145.b2306 511145.b1293 540
511145.b2306 511145.b1485 540
511145.b2306 511145.b0068 540
511145.b2306 511145.b3454 540
511145.b2306 511145.b2201 540
511145.b2306 511145.b0066 540
511145.b2306 511145.b4032 540
511145.b2306 511145.b2211 540
511145.b2306 511145.b2200 540
511145.b2306 511145.b0197 540
511145.b2306 511145.b2177 540
511145.b2306 511145.b0366 540
511145.b2306 511145.b1124 540
511145.b2306 511145.b1245 540
511145.b2306 511145.b4088 540
511145.b2306 511145.b1291 540
511145.b2306 511145.b3452 540
511145.b2306 511145.b0854 540
511145.b2306 511145.b3476 540
511145.b2306 511145.b0698 540
511145.b2306 511145.b4086 540
511145.b2306 511145.b4105 360
511145.b2306 511145.b0158 540
511145.b2306 511145.b0934 540
511145.b2306 511145.b1483 540
511145.b2306 511145.b2425 540
511145.b2306 511145.b0863 540
511145.b2306 511145.b1515 540
511145.b2306 511145.b3750 540
511145.b2306 511145.b0831 540
511145.b2306 511145.b2424 540
511145.b2306 511145.b1118 540
511145.b2306 511145.b3726 540
511145.b2306 511145.b1440 540
511145.b2306 511145.b0829 540
511145.b2306 511145.b1756 540
511145.b2306 511145.b0793 540
511145.b2306 511145.b1484 540
511145.b2306 511145.b4262 540
511145.b2306 511145.b0763 540
511145.b2306 511145.b3751 540
511145.b2306 511145.b2678 540
511145.b2306 511145.b1442 540
511145.b2306 511145.b4287 540
511145.b2306 511145.b1247 540
511145.b2306 511145.b1900 540
511145.b2306 511145.b1310 540
511145.b2306 511145.b0592 540
511145.b2306 511145.b4261 540
511145.b2306 511145.b1711 540
511145.b2306 511145.b1857 540
511145.b2306 511145.b2178 540
511145.b2306 511145.b3453 540
511145.b2306 511145.b3478 540
511145.b2306 511145.b1514 540
511145.b2306 511145.b2308 954
511145.b2306 511145.b3271 540
511145.b2306 511145.b0794 540
511145.b2306 511145.b1292 540
511145.b2306 511145.b4230 540
511145.b2306 511145.b2422 540
511145.b2306 511145.b3727 540
511145.b2306 511145.b1290 540
511145.b2306 511145.b0696 540
511145.b2306 511145.b3458 540
511145.b2306 511145.b0860 551
511145.b2306 511145.b0914 540
511145.b2306 511145.b4513 540
511145.b2306 511145.b0862 588
511145.b2306 511145.b2423 540
511145.b2306 511145.b3567 540
511145.b2306 511145.b2548 540
511145.b2306 511145.b0588 540
511145.b2306 511145.b0128 360
511145.b2306 511145.b1443 540
511145.b2306 511145.b0152 540
511145.b2306 511145.b1125 540
511145.b2306 511145.b2130 540
511145.b2306 511145.b0067 540
511145.b2306 511145.b2128 540
511145.b2306 511145.b1920 540
511145.b2306 511145.b0765 540
511145.b2306 511145.b0811 540
511145.b2306 511145.b1329 540
511145.b2306 511145.b0697 540
511145.b2306 511145.b0856 540
511145.b2306 511145.b3269 540
511145.b2306 511145.b2307 969
511145.b2306 511145.b4288 540
511145.b2306 511145.b0810 540
511145.b2306 511145.b0262 360
511145.b2306 511145.b1709 540
511145.b2306 511145.b3540 540
511145.b2306 511145.b1516 540
511145.b2306 511145.b1858 540
511145.b2306 511145.b3566 540
511145.b2306 511145.b0887 540
511145.b2306 511145.b4290 540
511145.b2306 511145.b1487 540
511145.b2306 511145.b4034 540
511145.b2306 511145.b3455 540
511145.b2306 511145.b0654 540
511145.b2306 511145.b3456 540
511145.b2306 511145.b0153 540
511145.b2306 511145.b0936 540
511145.b2306 511145.b1116 540
511145.b2306 511145.b2149 540
511145.b2306 511145.b0653 540
511145.b2306 511145.b2417 540
511145.b2306 511145.b2180 540
511145.b2306 511145.b3541 540
511145.b2306 511145.b2547 540
511145.b2306 511145.b4035 540
511145.b2306 511145.b1244 540
511145.b2306 511145.b3201 540
511145.b2306 511145.b2309 900
511145.b2306 511145.b0832 540
511145.b2306 511145.b0792 540
511145.b2306 511145.b3460 540
511145.b2306 511145.b0809 540
511145.b2306 511145.b0198 540
511145.b2306 511145.b3450 540
511145.b2306 511145.b0886 540
511145.b2306 511145.b1755 540
511145.b2306 511145.b1117 540
511145.b2306 511145.b2199 540
511145.b2306 511145.b3457 540
511145.b2306 511145.b2198 540
511145.b2306 511145.b0857 540
511145.b2306 511145.b3479 540
511145.b2306 511145.b3485 360
511145.b2306 511145.b3477 540
511145.b2306 511145.b0151 540
511145.b2306 511145.b0367 540
511145.b2306 511145.b1246 540
511145.b2306 511145.b3451 540
511145.b2306 511145.b3194 360
511145.b2306 511145.b2129 540
511145.b2306 511145.b1311 540
511145.b2306 511145.b1319 540
511145.b2306 511145.b3728 540
511145.b2306 511145.b2310 927
511145.b2306 511145.b4033 540
511145.b2306 511145.b2148 540
511145.b2306 511145.b0855 540
511145.b2307 511145.b1245 540
511145.b2307 511145.b4088 540
511145.b2307 511145.b3476 540
511145.b2307 511145.b1291 540
511145.b2307 511145.b3452 540
511145.b2307 511145.b0854 540
511145.b2307 511145.b0934 540
511145.b2307 511145.b1483 540
511145.b2307 511145.b0698 540
511145.b2307 511145.b4086 540
511145.b2307 511145.b0158 540
511145.b2307 511145.b4105 360
511145.b2307 511145.b1515 540
511145.b2307 511145.b2425 540
511145.b2307 511145.b0863 540
511145.b2307 511145.b3750 540
511145.b2307 511145.b0831 540
511145.b2307 511145.b2424 540
511145.b2307 511145.b3726 540
511145.b2307 511145.b1440 540
511145.b2307 511145.b1118 540
511145.b2307 511145.b1756 540
511145.b2307 511145.b0829 540
511145.b2307 511145.b0793 540
511145.b2307 511145.b1484 540
511145.b2307 511145.b0763 540
511145.b2307 511145.b3751 540
511145.b2307 511145.b1442 540
511145.b2307 511145.b2678 540
511145.b2307 511145.b4262 540
511145.b2307 511145.b1247 540
511145.b2307 511145.b1900 540
511145.b2307 511145.b4287 540
511145.b2307 511145.b0592 540
511145.b2307 511145.b1310 540
511145.b2307 511145.b4261 540
511145.b2307 511145.b1857 540
511145.b2307 511145.b1711 540
511145.b2307 511145.b3478 540
511145.b2307 511145.b1514 540
511145.b2307 511145.b2178 540
511145.b2307 511145.b3453 540
511145.b2307 511145.b3725 540
511145.b2307 511145.b0365 540
511145.b2307 511145.b2546 540
511145.b2307 511145.b0760 540
511145.b2307 511145.b1294 540
511145.b2307 511145.b0652 540
511145.b2307 511145.b4087 540
511145.b2307 511145.b1754 540
511145.b2307 511145.b1312 540
511145.b2307 511145.b0861 540
511145.b2307 511145.b4227 540
511145.b2307 511145.b3486 360
511145.b2307 511145.b3544 540
511145.b2307 511145.b0764 540
511145.b2307 511145.b3568 540
511145.b2307 511145.b4289 540
511145.b2307 511145.b1126 540
511145.b2307 511145.b3020 360
511145.b2307 511145.b1917 540
511145.b2307 511145.b1243 540
511145.b2307 511145.b2679 540
511145.b2307 511145.b2179 540
511145.b2307 511145.b0589 540
511145.b2307 511145.b0199 540
511145.b2307 511145.b3917 540
511145.b2307 511145.b3543 540
511145.b2307 511145.b1859 540
511145.b2307 511145.b0655 540
511145.b2307 511145.b4460 540
511145.b2307 511145.b4231 540
511145.b2307 511145.b1513 540
511145.b2307 511145.b0864 540
511145.b2307 511145.b3270 540
511145.b2307 511145.b0830 540
511145.b2307 511145.b3542 540
511145.b2307 511145.b0933 540
511145.b2307 511145.b4485 540
511145.b2307 511145.b2197 540
511145.b2307 511145.b1486 540
511145.b2307 511145.b1901 540
511145.b2307 511145.b3480 540
511145.b2307 511145.b2131 540
511145.b2307 511145.b0590 540
511145.b2307 511145.b2150 540
511145.b2307 511145.b1293 540
511145.b2307 511145.b3749 540
511145.b2307 511145.b2677 540
511145.b2307 511145.b1918 540
511145.b2307 511145.b1441 540
511145.b2307 511145.b1485 540
511145.b2307 511145.b2201 540
511145.b2307 511145.b3454 540
511145.b2307 511145.b0068 540
511145.b2307 511145.b0066 540
511145.b2307 511145.b4032 540
511145.b2307 511145.b0197 540
511145.b2307 511145.b2211 540
511145.b2307 511145.b2200 540
511145.b2307 511145.b1124 540
511145.b2307 511145.b0366 540
511145.b2307 511145.b2177 540
511145.b2307 511145.b2547 540
511145.b2307 511145.b2180 540
511145.b2307 511145.b3541 540
511145.b2307 511145.b4035 540
511145.b2307 511145.b3201 540
511145.b2307 511145.b2309 900
511145.b2307 511145.b0832 540
511145.b2307 511145.b1244 540
511145.b2307 511145.b0792 540
511145.b2307 511145.b0809 540
511145.b2307 511145.b3460 540
511145.b2307 511145.b0198 540
511145.b2307 511145.b0886 540
511145.b2307 511145.b1755 540
511145.b2307 511145.b3450 540
511145.b2307 511145.b1117 540
511145.b2307 511145.b2199 540
511145.b2307 511145.b2198 540
511145.b2307 511145.b3457 540
511145.b2307 511145.b0857 540
511145.b2307 511145.b3479 540
511145.b2307 511145.b0151 540
511145.b2307 511145.b3485 360
511145.b2307 511145.b3477 540
511145.b2307 511145.b3451 540
511145.b2307 511145.b0367 540
511145.b2307 511145.b1246 540
511145.b2307 511145.b3194 360
511145.b2307 511145.b2129 540
511145.b2307 511145.b1311 540
511145.b2307 511145.b3728 540
511145.b2307 511145.b2310 900
511145.b2307 511145.b1319 540
511145.b2307 511145.b0855 540
511145.b2307 511145.b2148 540
511145.b2307 511145.b4033 540
511145.b2307 511145.b3271 540
511145.b2307 511145.b0794 540
511145.b2307 511145.b1292 540
511145.b2307 511145.b2422 540
511145.b2307 511145.b4230 540
511145.b2307 511145.b2308 953
511145.b2307 511145.b1290 540
511145.b2307 511145.b0696 540
511145.b2307 511145.b3458 540
511145.b2307 511145.b3727 540
511145.b2307 511145.b0860 551
511145.b2307 511145.b3567 540
511145.b2307 511145.b0914 540
511145.b2307 511145.b4513 540
511145.b2307 511145.b0862 551
511145.b2307 511145.b2423 540
511145.b2307 511145.b0128 360
511145.b2307 511145.b0152 540
511145.b2307 511145.b1443 540
511145.b2307 511145.b2548 540
511145.b2307 511145.b0588 540
511145.b2307 511145.b1125 540
511145.b2307 511145.b2128 540
511145.b2307 511145.b1920 540
511145.b2307 511145.b2130 540
511145.b2307 511145.b0067 540
511145.b2307 511145.b0811 540
511145.b2307 511145.b2306 969
511145.b2307 511145.b0765 540
511145.b2307 511145.b0697 540
511145.b2307 511145.b0856 540
511145.b2307 511145.b1329 540
511145.b2307 511145.b0810 540
511145.b2307 511145.b0262 360
511145.b2307 511145.b1709 540
511145.b2307 511145.b3269 540
511145.b2307 511145.b4288 540
511145.b2307 511145.b1858 540
511145.b2307 511145.b1516 540
511145.b2307 511145.b3540 540
511145.b2307 511145.b1487 540
511145.b2307 511145.b4034 540
511145.b2307 511145.b4290 540
511145.b2307 511145.b3566 540
511145.b2307 511145.b0887 540
511145.b2307 511145.b3456 540
511145.b2307 511145.b0153 540
511145.b2307 511145.b3455 540
511145.b2307 511145.b0654 540
511145.b2307 511145.b0936 540
511145.b2307 511145.b1116 540
511145.b2307 511145.b2149 540
511145.b2307 511145.b2417 540
511145.b2307 511145.b0653 540
511145.b2308 511145.b3750 540
511145.b2308 511145.b0831 540
511145.b2308 511145.b2424 540
511145.b2308 511145.b1118 540
511145.b2308 511145.b3726 540
511145.b2308 511145.b1440 540
511145.b2308 511145.b0829 540
511145.b2308 511145.b1756 540
511145.b2308 511145.b1245 540
511145.b2308 511145.b4088 540
511145.b2308 511145.b3452 540
511145.b2308 511145.b1291 540
511145.b2308 511145.b0854 540
511145.b2308 511145.b3476 540
511145.b2308 511145.b0698 540
511145.b2308 511145.b4086 540
511145.b2308 511145.b0158 540
511145.b2308 511145.b4105 360
511145.b2308 511145.b0934 540
511145.b2308 511145.b1483 540
511145.b2308 511145.b0863 542
511145.b2308 511145.b2425 540
511145.b2308 511145.b1515 540
511145.b2308 511145.b4261 540
511145.b2308 511145.b1711 540
511145.b2308 511145.b1857 540
511145.b2308 511145.b2178 540
511145.b2308 511145.b3453 540
511145.b2308 511145.b1514 540
511145.b2308 511145.b3478 540
511145.b2308 511145.b0793 540
511145.b2308 511145.b1484 540
511145.b2308 511145.b4262 540
511145.b2308 511145.b0763 540
511145.b2308 511145.b1442 540
511145.b2308 511145.b3751 540
511145.b2308 511145.b2678 540
511145.b2308 511145.b4287 540
511145.b2308 511145.b1247 540
511145.b2308 511145.b1900 540
511145.b2308 511145.b1310 540
511145.b2308 511145.b0592 540
511145.b2308 511145.b2179 540
511145.b2308 511145.b2679 540
511145.b2308 511145.b1917 540
511145.b2308 511145.b3020 360
511145.b2308 511145.b1243 540
511145.b2308 511145.b3543 540
511145.b2308 511145.b1859 540
511145.b2308 511145.b4460 540
511145.b2308 511145.b0655 541
511145.b2308 511145.b0589 540
511145.b2308 511145.b0199 540
511145.b2308 511145.b3917 540
511145.b2308 511145.b3270 540
511145.b2308 511145.b3542 540
511145.b2308 511145.b0830 540
511145.b2308 511145.b4231 540
511145.b2308 511145.b1513 540
511145.b2308 511145.b0864 540
511145.b2308 511145.b0933 540
511145.b2308 511145.b0760 540
511145.b2308 511145.b1294 540
511145.b2308 511145.b3725 540
511145.b2308 511145.b0365 540
511145.b2308 511145.b2546 540
511145.b2308 511145.b4087 540
511145.b2308 511145.b1754 540
511145.b2308 511145.b0652 540
511145.b2308 511145.b3544 540
511145.b2308 511145.b0764 540
511145.b2308 511145.b3568 540
511145.b2308 511145.b4289 540
511145.b2308 511145.b1312 540
511145.b2308 511145.b4227 540
511145.b2308 511145.b3486 360
511145.b2308 511145.b0861 540
511145.b2308 511145.b1126 540
511145.b2308 511145.b0068 540
511145.b2308 511145.b1485 540
511145.b2308 511145.b3454 540
511145.b2308 511145.b2201 540
511145.b2308 511145.b0066 540
511145.b2308 511145.b4032 540
511145.b2308 511145.b2211 540
511145.b2308 511145.b2200 540
511145.b2308 511145.b0197 540
511145.b2308 511145.b2177 540
511145.b2308 511145.b0366 540
511145.b2308 511145.b1124 540
511145.b2308 511145.b1486 540
511145.b2308 511145.b1901 540
511145.b2308 511145.b3480 540
511145.b2308 511145.b4485 540
511145.b2308 511145.b2197 540
511145.b2308 511145.b2131 540
511145.b2308 511145.b1918 540
511145.b2308 511145.b2677 540
511145.b2308 511145.b1441 540
511145.b2308 511145.b0590 540
511145.b2308 511145.b2150 540
511145.b2308 511145.b1293 540
511145.b2308 511145.b3749 540
511145.b2308 511145.b0792 540
511145.b2308 511145.b3460 540
511145.b2308 511145.b0809 540
511145.b2308 511145.b0198 540
511145.b2308 511145.b3450 540
511145.b2308 511145.b0886 540
511145.b2308 511145.b1755 540
511145.b2308 511145.b2180 540
511145.b2308 511145.b3541 540
511145.b2308 511145.b2547 540
511145.b2308 511145.b4035 540
511145.b2308 511145.b1244 540
511145.b2308 511145.b3201 540
511145.b2308 511145.b0832 540
511145.b2308 511145.b2309 950
511145.b2308 511145.b1246 540
511145.b2308 511145.b0367 540
511145.b2308 511145.b3451 540
511145.b2308 511145.b3194 360
511145.b2308 511145.b2129 540
511145.b2308 511145.b1311 540
511145.b2308 511145.b1319 540
511145.b2308 511145.b2310 921
511145.b2308 511145.b3728 540
511145.b2308 511145.b2148 540
511145.b2308 511145.b4033 540
511145.b2308 511145.b0855 540
511145.b2308 511145.b1117 540
511145.b2308 511145.b2199 540
511145.b2308 511145.b3457 540
511145.b2308 511145.b2198 540
511145.b2308 511145.b0857 540
511145.b2308 511145.b3479 540
511145.b2308 511145.b3477 540
511145.b2308 511145.b3485 360
511145.b2308 511145.b0151 540
511145.b2308 511145.b2548 540
511145.b2308 511145.b0588 540
511145.b2308 511145.b0128 360
511145.b2308 511145.b0152 540
511145.b2308 511145.b1443 540
511145.b2308 511145.b1125 540
511145.b2308 511145.b2130 540
511145.b2308 511145.b0067 540
511145.b2308 511145.b2128 540
511145.b2308 511145.b1920 541
511145.b2308 511145.b3271 540
511145.b2308 511145.b0794 540
511145.b2308 511145.b1292 540
511145.b2308 511145.b2422 540
511145.b2308 511145.b4230 540
511145.b2308 511145.b3727 540
511145.b2308 511145.b1290 540
511145.b2308 511145.b0696 540
511145.b2308 511145.b3458 540
511145.b2308 511145.b0860 573
511145.b2308 511145.b4513 540
511145.b2308 511145.b0914 540
511145.b2308 511145.b0862 540
511145.b2308 511145.b2423 540
511145.b2308 511145.b3567 540
511145.b2308 511145.b3566 540
511145.b2308 511145.b4290 540
511145.b2308 511145.b0887 540
511145.b2308 511145.b1487 540
511145.b2308 511145.b4034 540
511145.b2308 511145.b3455 540
511145.b2308 511145.b0654 540
511145.b2308 511145.b0153 540
511145.b2308 511145.b3456 540
511145.b2308 511145.b1116 540
511145.b2308 511145.b0936 540
511145.b2308 511145.b2149 540
511145.b2308 511145.b0653 540
511145.b2308 511145.b2417 540
511145.b2308 511145.b2306 954
511145.b2308 511145.b0765 540
511145.b2308 511145.b0811 541
511145.b2308 511145.b0856 540
511145.b2308 511145.b1329 540
511145.b2308 511145.b0697 540
511145.b2308 511145.b3269 540
511145.b2308 511145.b4288 540
511145.b2308 511145.b2307 953
511145.b2308 511145.b0810 540
511145.b2308 511145.b0262 360
511145.b2308 511145.b1709 540
511145.b2308 511145.b3540 540
511145.b2308 511145.b1516 540
511145.b2308 511145.b1858 540
511145.b2309 511145.b3458 552
511145.b2309 511145.b0696 540
511145.b2309 511145.b2422 540
511145.b2309 511145.b1292 540
511145.b2309 511145.b3567 540
511145.b2309 511145.b0914 540
511145.b2309 511145.b4513 540
511145.b2309 511145.b0860 540
511145.b2309 511145.b1443 540
511145.b2309 511145.b0152 540
511145.b2309 511145.b0128 360
511145.b2309 511145.b2548 540
511145.b2309 511145.b0588 540
511145.b2309 511145.b1920 540
511145.b2309 511145.b2130 540
511145.b2309 511145.b0856 540
