protein1 protein2 combined_score
511145.b3544 511145.b2178 540
511145.b3544 511145.b3453 540
511145.b3544 511145.b0794 540
511145.b3544 511145.b3271 540
511145.b3544 511145.b1292 569
511145.b3544 511145.b2422 540
511145.b3544 511145.b4230 540
511145.b3544 511145.b2308 540
511145.b3544 511145.b1290 543
511145.b3544 511145.b3458 540
511145.b3544 511145.b0696 540
511145.b3544 511145.b3727 540
511145.b3544 511145.b0860 540
511145.b3544 511145.b3567 540
511145.b3544 511145.b0914 540
511145.b3544 511145.b4513 540
511145.b3544 511145.b0862 540
511145.b3544 511145.b2423 540
511145.b3544 511145.b0128 360
511145.b3544 511145.b0152 540
511145.b3544 511145.b1443 540
511145.b3544 511145.b2548 540
511145.b3544 511145.b0588 540
511145.b3544 511145.b1125 540
511145.b3544 511145.b2128 540
511145.b3544 511145.b1920 540
511145.b3544 511145.b2130 540
511145.b3544 511145.b0067 540
511145.b3544 511145.b0811 540
511145.b3544 511145.b2306 540
511145.b3544 511145.b0765 540
511145.b3544 511145.b0856 540
511145.b3544 511145.b0697 540
511145.b3544 511145.b1329 715
511145.b3544 511145.b0810 540
511145.b3544 511145.b1709 540
511145.b3544 511145.b0262 360
511145.b3544 511145.b3269 540
511145.b3544 511145.b4288 540
511145.b3544 511145.b2307 540
511145.b3544 511145.b1516 540
511145.b3544 511145.b1858 540
511145.b3544 511145.b3540 937
511145.b3544 511145.b1487 540
511145.b3544 511145.b4034 540
511145.b3544 511145.b4290 540
511145.b3544 511145.b3566 540
511145.b3544 511145.b0887 540
511145.b3544 511145.b0153 540
511145.b3544 511145.b3456 540
511145.b3544 511145.b0654 540
511145.b3544 511145.b3455 540
511145.b3544 511145.b1116 540
511145.b3544 511145.b0936 540
511145.b3544 511145.b2149 540
511145.b3544 511145.b2417 540
511145.b3544 511145.b0653 540
511145.b3544 511145.b2547 540
511145.b3544 511145.b2180 540
511145.b3544 511145.b3541 930
511145.b3544 511145.b4035 540
511145.b3544 511145.b3201 540
511145.b3544 511145.b0832 544
511145.b3544 511145.b2309 540
511145.b3544 511145.b1244 550
511145.b3544 511145.b0792 540
511145.b3544 511145.b0809 540
511145.b3544 511145.b3460 540
511145.b3544 511145.b0198 540
511145.b3544 511145.b0886 540
511145.b3544 511145.b1755 540
511145.b3544 511145.b3450 540
511145.b3544 511145.b1117 540
511145.b3544 511145.b2199 540
511145.b3544 511145.b2198 540
511145.b3544 511145.b3457 540
511145.b3544 511145.b0857 540
511145.b3544 511145.b3479 549
511145.b3544 511145.b0151 540
511145.b3544 511145.b3477 550
511145.b3544 511145.b3485 360
511145.b3544 511145.b3600 169
511145.b3544 511145.b3451 540
511145.b3544 511145.b0367 540
511145.b3544 511145.b1246 549
511145.b3544 511145.b3194 360
511145.b3544 511145.b2129 540
511145.b3544 511145.b1311 540
511145.b3544 511145.b3728 540
511145.b3544 511145.b2310 540
511145.b3544 511145.b1319 540
511145.b3544 511145.b0855 540
511145.b3544 511145.b4033 540
511145.b3544 511145.b2148 540
511145.b3546 511145.b2980 508
511145.b3546 511145.b3021 508
511145.b3549 511145.b0893 175
511145.b3550 511145.b3554 188
511145.b3551 511145.b3212 222
511145.b3551 511145.b3980 277
511145.b3551 511145.b2203 297
511145.b3551 511145.b1589 216
511145.b3551 511145.b1467 195
511145.b3551 511145.b4072 216
511145.b3551 511145.b1674 216
511145.b3551 511145.b1671 216
511145.b3551 511145.b0895 216
511145.b3551 511145.b1475 216
511145.b3551 511145.b3893 216
511145.b3551 511145.b2205 213
511145.b3551 511145.b2995 432
511145.b3551 511145.b2996 216
511145.b3551 511145.b3339 277
511145.b3551 511145.b1225 195
511145.b3552 511145.b0740 226
511145.b3552 511145.b0211 301
511145.b3552 511145.b1041 179
511145.b3552 511145.b1878 524
511145.b3552 511145.b1042 179
511145.b3552 511145.b1378 461
511145.b3552 511145.b4066 179
511145.b3552 511145.b4146 469
511145.b3552 511145.b3431 398
511145.b3553 511145.b4467 900
511145.b3553 511145.b0688 284
511145.b3553 511145.b2979 903
511145.b3553 511145.b4468 903
511145.b3553 511145.b3197 192
511145.b3553 511145.b1033 900
511145.b3554 511145.b3550 188
511145.b3554 511145.b2924 559
511145.b3555 511145.b1563 459
511145.b3556 511145.b1089 800
511145.b3556 511145.b3637 800
511145.b3556 511145.b3636 800
511145.b3556 511145.b3301 800
511145.b3556 511145.b2185 800
511145.b3556 511145.b0990 451
511145.b3556 511145.b3230 802
511145.b3556 511145.b3298 800
511145.b3556 511145.b3306 800
511145.b3556 511145.b1557 447
511145.b3556 511145.b3304 815
511145.b3556 511145.b3321 811
511145.b3556 511145.b1716 800
511145.b3556 511145.b3315 800
511145.b3556 511145.b1717 800
511145.b3556 511145.b3310 800
511145.b3556 511145.b4172 279
511145.b3556 511145.b2606 813
511145.b3556 511145.b3296 808
511145.b3556 511145.b3309 800
511145.b3556 511145.b1269 336
511145.b3556 511145.b2778 181
511145.b3556 511145.b3314 809
511145.b3556 511145.b3186 800
511145.b3556 511145.b3297 800
511145.b3556 511145.b3313 800
511145.b3556 511145.b3341 808
511145.b3556 511145.b2609 800
511145.b3556 511145.b3065 800
511145.b3556 511145.b3185 800
511145.b3556 511145.b4203 800
511145.b3556 511145.b4200 800
511145.b3556 511145.b3294 801
511145.b3556 511145.b3316 800
511145.b3556 511145.b3302 800
511145.b3556 511145.b3781 457
511145.b3556 511145.b3317 800
511145.b3556 511145.b3342 800
511145.b3556 511145.b3311 800
511145.b3556 511145.b3299 800
511145.b3556 511145.b0797 223
511145.b3556 511145.b3319 808
511145.b3556 511145.b0169 800
511145.b3556 511145.b3308 800
511145.b3556 511145.b3936 800
511145.b3556 511145.b0023 800
511145.b3556 511145.b3307 809
511145.b3556 511145.b3303 808
511145.b3556 511145.b3987 236
511145.b3556 511145.b3320 813
511145.b3556 511145.b3305 800
511145.b3556 511145.b3231 800
511145.b3556 511145.b3165 800
511145.b3556 511145.b3318 800
511145.b3556 511145.b3703 800
511145.b3556 511145.b3295 268
511145.b3556 511145.b3312 800
511145.b3556 511145.b4202 800
511145.b3559 511145.b3699 441
511145.b3559 511145.b3560 994
511145.b3559 511145.b2231 173
511145.b3559 511145.b0413 179
511145.b3560 511145.b0095 336
511145.b3560 511145.b0060 171
511145.b3560 511145.b3384 347
511145.b3560 511145.b3559 994
511145.b3560 511145.b2942 173
511145.b3560 511145.b3288 336
511145.b3560 511145.b4258 355
511145.b3560 511145.b3605 465
511145.b3560 511145.b3640 421
511145.b3561 511145.b0091 181
511145.b3566 511145.b1857 540
511145.b3566 511145.b1711 540
511145.b3566 511145.b4261 540
511145.b3566 511145.b3478 540
511145.b3566 511145.b1514 540
511145.b3566 511145.b3453 540
511145.b3566 511145.b2178 540
511145.b3566 511145.b2678 540
511145.b3566 511145.b1442 540
511145.b3566 511145.b3751 540
511145.b3566 511145.b0763 540
511145.b3566 511145.b4262 540
511145.b3566 511145.b1484 540
511145.b3566 511145.b0793 540
511145.b3566 511145.b0592 540
511145.b3566 511145.b1310 540
511145.b3566 511145.b1900 566
511145.b3566 511145.b1247 540
511145.b3566 511145.b4287 540
511145.b3566 511145.b2424 540
511145.b3566 511145.b0831 540
511145.b3566 511145.b3750 540
511145.b3566 511145.b1756 540
511145.b3566 511145.b0829 540
511145.b3566 511145.b3986 188
511145.b3566 511145.b3726 540
511145.b3566 511145.b1440 540
511145.b3566 511145.b1118 540
511145.b3566 511145.b3476 540
511145.b3566 511145.b0854 540
511145.b3566 511145.b1291 540
511145.b3566 511145.b3452 540
511145.b3566 511145.b4088 540
511145.b3566 511145.b1245 540
511145.b3566 511145.b1515 540
511145.b3566 511145.b2425 540
511145.b3566 511145.b0863 540
511145.b3566 511145.b1483 540
511145.b3566 511145.b0934 540
511145.b3566 511145.b4105 360
511145.b3566 511145.b0158 540
511145.b3566 511145.b0698 540
511145.b3566 511145.b4086 540
511145.b3566 511145.b4032 540
511145.b3566 511145.b0066 540
511145.b3566 511145.b1485 540
511145.b3566 511145.b0068 540
511145.b3566 511145.b3454 540
511145.b3566 511145.b2201 540
511145.b3566 511145.b1124 540
511145.b3566 511145.b0366 540
511145.b3566 511145.b2177 540
511145.b3566 511145.b0197 540
511145.b3566 511145.b2200 540
511145.b3566 511145.b2211 540
511145.b3566 511145.b2131 540
511145.b3566 511145.b2197 540
511145.b3566 511145.b4485 566
511145.b3566 511145.b1901 540
511145.b3566 511145.b3480 540
511145.b3566 511145.b1486 540
511145.b3566 511145.b3749 566
511145.b3566 511145.b1293 540
511145.b3566 511145.b2150 540
511145.b3566 511145.b0590 540
511145.b3566 511145.b1441 540
511145.b3566 511145.b2677 540
511145.b3566 511145.b1918 540
511145.b3566 511145.b0199 540
511145.b3566 511145.b3917 540
511145.b3566 511145.b0589 540
511145.b3566 511145.b4460 540
511145.b3566 511145.b0655 540
511145.b3566 511145.b3543 540
511145.b3566 511145.b1859 540
511145.b3566 511145.b1243 540
511145.b3566 511145.b1917 540
511145.b3566 511145.b3020 360
511145.b3566 511145.b2679 540
511145.b3566 511145.b2179 540
511145.b3566 511145.b0933 540
511145.b3566 511145.b0864 540
511145.b3566 511145.b4231 540
511145.b3566 511145.b1513 566
511145.b3566 511145.b0830 540
511145.b3566 511145.b3542 540
511145.b3566 511145.b3270 540
511145.b3566 511145.b0652 540
511145.b3566 511145.b4087 566
511145.b3566 511145.b1754 540
511145.b3566 511145.b2546 540
511145.b3566 511145.b0365 540
511145.b3566 511145.b3725 540
511145.b3566 511145.b1294 540
511145.b3566 511145.b0760 540
511145.b3566 511145.b1126 540
511145.b3566 511145.b3486 360
511145.b3566 511145.b0861 540
511145.b3566 511145.b4227 540
511145.b3566 511145.b1312 540
511145.b3566 511145.b0764 540
511145.b3566 511145.b4289 540
511145.b3566 511145.b3544 540
511145.b3566 511145.b3568 930
511145.b3566 511145.b1311 540
511145.b3566 511145.b2129 540
511145.b3566 511145.b3194 360
511145.b3566 511145.b3451 540
511145.b3566 511145.b1246 540
511145.b3566 511145.b0367 540
511145.b3566 511145.b0855 540
511145.b3566 511145.b4033 540
511145.b3566 511145.b2148 540
511145.b3566 511145.b3728 540
511145.b3566 511145.b2310 540
511145.b3566 511145.b1319 540
511145.b3566 511145.b2198 540
511145.b3566 511145.b3457 540
511145.b3566 511145.b2199 540
511145.b3566 511145.b1117 540
511145.b3566 511145.b0151 540
511145.b3566 511145.b3477 540
511145.b3566 511145.b3485 360
511145.b3566 511145.b3479 540
511145.b3566 511145.b0857 540
511145.b3566 511145.b0809 540
511145.b3566 511145.b3460 540
511145.b3566 511145.b0792 540
511145.b3566 511145.b1755 540
511145.b3566 511145.b0886 540
511145.b3566 511145.b3450 540
511145.b3566 511145.b0198 540
511145.b3566 511145.b2547 566
511145.b3566 511145.b3541 540
511145.b3566 511145.b2180 540
511145.b3566 511145.b2309 540
511145.b3566 511145.b0832 540
511145.b3566 511145.b3201 540
511145.b3566 511145.b1244 540
511145.b3566 511145.b4035 540
511145.b3566 511145.b0153 540
511145.b3566 511145.b3456 540
511145.b3566 511145.b3455 540
511145.b3566 511145.b0654 540
511145.b3566 511145.b4034 540
511145.b3566 511145.b1487 540
511145.b3566 511145.b4290 540
511145.b3566 511145.b0887 540
511145.b3566 511145.b2417 540
511145.b3566 511145.b0653 540
511145.b3566 511145.b2149 566
511145.b3566 511145.b0936 540
511145.b3566 511145.b1116 540
511145.b3566 511145.b1329 540
511145.b3566 511145.b0697 540
511145.b3566 511145.b0856 540
511145.b3566 511145.b0811 540
511145.b3566 511145.b0765 540
511145.b3566 511145.b2306 540
511145.b3566 511145.b1516 540
511145.b3566 511145.b1858 540
511145.b3566 511145.b3540 540
511145.b3566 511145.b0262 360
511145.b3566 511145.b1709 540
511145.b3566 511145.b0810 540
511145.b3566 511145.b4288 540
511145.b3566 511145.b2307 540
511145.b3566 511145.b3269 540
511145.b3566 511145.b0152 540
511145.b3566 511145.b1443 540
511145.b3566 511145.b0128 360
511145.b3566 511145.b2548 540
511145.b3566 511145.b0588 540
511145.b3566 511145.b1920 540
511145.b3566 511145.b2128 540
511145.b3566 511145.b0067 540
511145.b3566 511145.b2130 540
511145.b3566 511145.b1125 540
511145.b3566 511145.b3458 540
511145.b3566 511145.b0696 540
511145.b3566 511145.b1290 540
511145.b3566 511145.b3727 540
511145.b3566 511145.b4230 540
511145.b3566 511145.b2422 540
511145.b3566 511145.b1292 540
511145.b3566 511145.b0794 540
511145.b3566 511145.b3271 540
511145.b3566 511145.b2308 540
511145.b3566 511145.b3567 924
511145.b3566 511145.b0862 540
511145.b3566 511145.b2423 540
511145.b3566 511145.b0914 540
511145.b3566 511145.b4513 540
511145.b3566 511145.b0860 540
511145.b3567 511145.b1117 540
511145.b3567 511145.b2199 540
511145.b3567 511145.b3457 540
511145.b3567 511145.b2198 540
511145.b3567 511145.b3479 540
511145.b3567 511145.b0857 540
511145.b3567 511145.b3477 540
511145.b3567 511145.b3485 360
511145.b3567 511145.b0151 540
511145.b3567 511145.b1246 540
511145.b3567 511145.b0367 540
511145.b3567 511145.b3451 540
511145.b3567 511145.b1311 540
511145.b3567 511145.b3194 360
511145.b3567 511145.b2129 540
511145.b3567 511145.b1319 540
511145.b3567 511145.b3728 540
511145.b3567 511145.b2310 540
511145.b3567 511145.b4033 540
511145.b3567 511145.b2148 540
511145.b3567 511145.b0855 540
511145.b3567 511145.b3541 540
511145.b3567 511145.b2180 540
511145.b3567 511145.b2547 540
511145.b3567 511145.b4035 540
511145.b3567 511145.b1244 540
511145.b3567 511145.b0832 540
511145.b3567 511145.b2309 540
511145.b3567 511145.b3201 540
511145.b3567 511145.b0792 540
511145.b3567 511145.b0809 540
511145.b3567 511145.b3460 540
511145.b3567 511145.b0198 540
511145.b3567 511145.b3450 540
511145.b3567 511145.b1755 540
511145.b3567 511145.b0886 540
511145.b3567 511145.b0765 540
511145.b3567 511145.b2306 540
511145.b3567 511145.b0811 540
511145.b3567 511145.b0697 540
511145.b3567 511145.b0856 540
511145.b3567 511145.b1329 540
511145.b3567 511145.b4288 540
511145.b3567 511145.b2307 540
511145.b3567 511145.b3269 540
511145.b3567 511145.b1709 540
511145.b3567 511145.b0262 360
511145.b3567 511145.b0810 540
511145.b3567 511145.b3540 540
511145.b3567 511145.b1858 540
511145.b3567 511145.b1516 540
511145.b3567 511145.b0887 540
511145.b3567 511145.b4290 540
511145.b3567 511145.b3566 924
511145.b3567 511145.b4034 540
511145.b3567 511145.b1487 540
511145.b3567 511145.b3455 540
511145.b3567 511145.b0654 540
511145.b3567 511145.b0153 540
511145.b3567 511145.b3456 540
511145.b3567 511145.b2149 540
511145.b3567 511145.b1116 554
511145.b3567 511145.b0936 540
511145.b3567 511145.b0653 540
511145.b3567 511145.b2417 540
511145.b3567 511145.b2308 540
511145.b3567 511145.b4230 540
511145.b3567 511145.b1292 540
511145.b3567 511145.b2422 540
511145.b3567 511145.b0794 540
511145.b3567 511145.b3271 540
511145.b3567 511145.b4222 363
511145.b3567 511145.b3727 540
511145.b3567 511145.b0696 540
511145.b3567 511145.b3458 540
511145.b3567 511145.b1290 540
511145.b3567 511145.b0860 540
511145.b3567 511145.b0862 540
511145.b3567 511145.b2423 540
511145.b3567 511145.b4513 540
511145.b3567 511145.b0914 540
511145.b3567 511145.b2548 540
511145.b3567 511145.b0588 540
511145.b3567 511145.b1443 540
511145.b3567 511145.b0152 540
511145.b3567 511145.b0128 360
511145.b3567 511145.b1125 540
511145.b3567 511145.b0067 540
511145.b3567 511145.b2130 540
511145.b3567 511145.b1920 540
511145.b3567 511145.b2128 540
511145.b3567 511145.b0793 540
511145.b3567 511145.b1484 540
511145.b3567 511145.b4262 540
511145.b3567 511145.b1442 540
511145.b3567 511145.b3751 540
511145.b3567 511145.b2678 540
511145.b3567 511145.b0763 540
511145.b3567 511145.b4287 540
511145.b3567 511145.b1900 540
511145.b3567 511145.b1247 540
511145.b3567 511145.b1310 540
511145.b3567 511145.b0592 540
511145.b3567 511145.b4261 540
511145.b3567 511145.b1711 540
511145.b3567 511145.b1857 540
511145.b3567 511145.b3453 540
511145.b3567 511145.b2178 540
511145.b3567 511145.b3478 540
511145.b3567 511145.b1514 540
511145.b3567 511145.b4088 540
511145.b3567 511145.b1245 540
511145.b3567 511145.b0854 540
511145.b3567 511145.b3452 540
511145.b3567 511145.b1291 540
511145.b3567 511145.b3476 540
511145.b3567 511145.b4105 360
511145.b3567 511145.b0158 540
511145.b3567 511145.b0698 540
511145.b3567 511145.b4086 540
511145.b3567 511145.b1483 540
511145.b3567 511145.b0934 540
511145.b3567 511145.b0863 540
511145.b3567 511145.b2425 540
511145.b3567 511145.b1515 540
511145.b3567 511145.b0831 540
511145.b3567 511145.b3750 540
511145.b3567 511145.b2424 540
511145.b3567 511145.b1118 554
511145.b3567 511145.b3726 540
511145.b3567 511145.b1440 540
511145.b3567 511145.b1756 540
511145.b3567 511145.b0829 540
511145.b3567 511145.b3480 540
511145.b3567 511145.b1901 540
511145.b3567 511145.b1486 540
511145.b3567 511145.b4485 540
511145.b3567 511145.b2197 540
511145.b3567 511145.b2131 540
511145.b3567 511145.b1441 540
511145.b3567 511145.b1918 540
511145.b3567 511145.b2677 540
511145.b3567 511145.b1293 540
511145.b3567 511145.b3749 540
511145.b3567 511145.b2150 540
511145.b3567 511145.b0590 540
511145.b3567 511145.b3454 540
511145.b3567 511145.b0068 540
511145.b3567 511145.b1485 540
511145.b3567 511145.b2201 540
511145.b3567 511145.b4032 540
511145.b3567 511145.b0066 540
511145.b3567 511145.b2200 540
511145.b3567 511145.b2211 540
511145.b3567 511145.b0197 540
511145.b3567 511145.b2177 540
511145.b3567 511145.b0366 540
511145.b3567 511145.b1124 540
511145.b3567 511145.b1294 540
511145.b3567 511145.b0760 540
511145.b3567 511145.b2546 540
511145.b3567 511145.b0365 540
511145.b3567 511145.b3725 540
511145.b3567 511145.b1754 540
511145.b3567 511145.b4087 540
511145.b3567 511145.b0652 540
511145.b3567 511145.b0764 540
511145.b3567 511145.b4289 540
511145.b3567 511145.b3568 952
511145.b3567 511145.b3544 540
511145.b3567 511145.b4227 540
511145.b3567 511145.b3486 360
511145.b3567 511145.b0861 540
511145.b3567 511145.b1312 540
511145.b3567 511145.b1126 540
511145.b3567 511145.b2179 540
511145.b3567 511145.b2679 540
511145.b3567 511145.b1243 540
511145.b3567 511145.b3020 360
511145.b3567 511145.b1917 540
511145.b3567 511145.b4460 540
511145.b3567 511145.b0655 540
511145.b3567 511145.b1859 540
511145.b3567 511145.b3543 540
511145.b3567 511145.b0199 540
511145.b3567 511145.b3917 540
511145.b3567 511145.b0589 540
511145.b3567 511145.b0830 540
511145.b3567 511145.b3542 540
511145.b3567 511145.b3270 540
511145.b3567 511145.b4231 540
511145.b3567 511145.b1513 540
511145.b3567 511145.b0864 540
511145.b3567 511145.b0933 540
511145.b3568 511145.b3451 540
511145.b3568 511145.b0367 540
511145.b3568 511145.b1246 540
511145.b3568 511145.b3194 360
511145.b3568 511145.b2129 540
511145.b3568 511145.b1311 540
511145.b3568 511145.b2310 540
511145.b3568 511145.b3728 540
511145.b3568 511145.b1319 540
511145.b3568 511145.b0855 540
511145.b3568 511145.b2148 540
511145.b3568 511145.b4033 540
511145.b3568 511145.b1117 540
511145.b3568 511145.b2199 540
511145.b3568 511145.b2198 540
511145.b3568 511145.b3457 540
511145.b3568 511145.b0857 540
511145.b3568 511145.b3479 540
511145.b3568 511145.b0151 540
511145.b3568 511145.b3485 360
511145.b3568 511145.b3477 540
511145.b3568 511145.b0792 540
511145.b3568 511145.b3460 540
511145.b3568 511145.b0809 540
511145.b3568 511145.b0198 540
511145.b3568 511145.b0886 540
511145.b3568 511145.b1755 540
511145.b3568 511145.b3450 540
511145.b3568 511145.b2547 540
511145.b3568 511145.b2180 540
511145.b3568 511145.b3541 540
511145.b3568 511145.b4035 540
511145.b3568 511145.b3201 540
511145.b3568 511145.b2309 540
511145.b3568 511145.b0832 540
511145.b3568 511145.b1244 540
511145.b3568 511145.b1487 540
511145.b3568 511145.b4034 540
511145.b3568 511145.b0887 540
511145.b3568 511145.b4290 540
511145.b3568 511145.b3566 930
511145.b3568 511145.b3456 540
511145.b3568 511145.b0153 540
511145.b3568 511145.b0654 540
511145.b3568 511145.b3455 540
511145.b3568 511145.b0936 540
511145.b3568 511145.b1116 540
511145.b3568 511145.b2149 540
511145.b3568 511145.b2417 540
511145.b3568 511145.b0653 540
511145.b3568 511145.b0811 540
511145.b3568 511145.b2306 540
511145.b3568 511145.b0765 540
511145.b3568 511145.b0697 540
511145.b3568 511145.b0856 540
511145.b3568 511145.b1329 540
511145.b3568 511145.b0810 540
511145.b3568 511145.b1709 540
511145.b3568 511145.b0262 360
511145.b3568 511145.b3269 540
511145.b3568 511145.b4288 540
511145.b3568 511145.b2307 540
511145.b3568 511145.b1858 540
511145.b3568 511145.b1516 540
511145.b3568 511145.b3540 540
511145.b3568 511145.b0128 360
511145.b3568 511145.b1443 540
511145.b3568 511145.b0152 540
511145.b3568 511145.b0588 540
511145.b3568 511145.b2548 540
511145.b3568 511145.b1125 540
511145.b3568 511145.b2128 540
511145.b3568 511145.b1920 540
511145.b3568 511145.b2130 540
511145.b3568 511145.b0067 540
511145.b3568 511145.b0794 540
511145.b3568 511145.b3271 540
511145.b3568 511145.b4230 540
511145.b3568 511145.b2422 540
511145.b3568 511145.b1292 540
511145.b3568 511145.b2308 540
511145.b3568 511145.b1290 540
511145.b3568 511145.b0696 540
511145.b3568 511145.b3458 540
511145.b3568 511145.b3727 540
511145.b3568 511145.b0860 540
511145.b3568 511145.b3567 952
511145.b3568 511145.b4513 540
511145.b3568 511145.b0914 540
511145.b3568 511145.b0862 540
511145.b3568 511145.b2423 540
511145.b3568 511145.b4261 540
511145.b3568 511145.b1857 540
511145.b3568 511145.b1711 540
511145.b3568 511145.b1514 540
511145.b3568 511145.b3478 540
511145.b3568 511145.b2178 540
511145.b3568 511145.b3453 540
511145.b3568 511145.b1484 540
511145.b3568 511145.b0793 540
511145.b3568 511145.b0763 540
511145.b3568 511145.b1442 540
511145.b3568 511145.b2678 540
511145.b3568 511145.b3751 540
511145.b3568 511145.b3569 237
511145.b3568 511145.b4262 540
511145.b3568 511145.b1247 540
511145.b3568 511145.b1900 540
511145.b3568 511145.b4287 540
511145.b3568 511145.b0592 540
511145.b3568 511145.b1310 540
511145.b3568 511145.b3750 540
511145.b3568 511145.b0831 540
511145.b3568 511145.b2424 540
511145.b3568 511145.b3726 540
511145.b3568 511145.b1440 540
511145.b3568 511145.b1118 540
511145.b3568 511145.b0829 540
511145.b3568 511145.b1756 540
511145.b3568 511145.b1245 540
511145.b3568 511145.b4088 540
511145.b3568 511145.b3476 540
511145.b3568 511145.b3452 540
511145.b3568 511145.b1291 540
511145.b3568 511145.b0854 540
511145.b3568 511145.b0934 540
511145.b3568 511145.b1483 540
511145.b3568 511145.b4086 540
511145.b3568 511145.b0698 540
511145.b3568 511145.b4105 360
511145.b3568 511145.b0158 540
511145.b3568 511145.b1515 540
511145.b3568 511145.b0863 540
511145.b3568 511145.b2425 540
511145.b3568 511145.b0068 540
511145.b3568 511145.b1485 540
511145.b3568 511145.b2201 540
511145.b3568 511145.b3454 540
511145.b3568 511145.b0066 540
511145.b3568 511145.b4032 540
511145.b3568 511145.b0197 540
511145.b3568 511145.b2211 540
511145.b3568 511145.b2200 540
511145.b3568 511145.b1124 540
511145.b3568 511145.b0366 540
511145.b3568 511145.b2177 540
511145.b3568 511145.b4485 540
511145.b3568 511145.b2197 540
511145.b3568 511145.b1486 540
511145.b3568 511145.b1901 540
511145.b3568 511145.b3480 540
511145.b3568 511145.b2131 540
511145.b3568 511145.b2150 540
511145.b3568 511145.b0590 540
511145.b3568 511145.b1293 540
511145.b3568 511145.b3749 540
511145.b3568 511145.b1918 540
511145.b3568 511145.b2677 540
511145.b3568 511145.b1441 540
511145.b3568 511145.b1917 540
511145.b3568 511145.b3020 360
511145.b3568 511145.b1243 540
511145.b3568 511145.b2679 540
511145.b3568 511145.b2179 540
511145.b3568 511145.b0589 540
511145.b3568 511145.b0199 540
511145.b3568 511145.b3917 540
511145.b3568 511145.b1859 540
511145.b3568 511145.b3543 540
511145.b3568 511145.b4460 540
511145.b3568 511145.b0655 540
511145.b3568 511145.b1513 540
511145.b3568 511145.b0864 540
511145.b3568 511145.b4231 540
511145.b3568 511145.b3270 540
511145.b3568 511145.b3542 540
511145.b3568 511145.b0830 540
511145.b3568 511145.b0933 540
511145.b3568 511145.b0365 540
511145.b3568 511145.b3725 540
511145.b3568 511145.b2546 540
511145.b3568 511145.b0760 540
511145.b3568 511145.b1294 540
511145.b3568 511145.b0652 540
511145.b3568 511145.b1754 540
511145.b3568 511145.b4087 540
511145.b3568 511145.b1312 540
511145.b3568 511145.b3486 360
511145.b3568 511145.b4227 540
511145.b3568 511145.b0861 540
511145.b3568 511145.b4289 540
511145.b3568 511145.b0764 540
511145.b3568 511145.b3544 540
511145.b3568 511145.b1020 319
511145.b3568 511145.b1126 540
511145.b3569 511145.b2383 609
511145.b3569 511145.b1713 227
511145.b3569 511145.b1852 183
511145.b3569 511145.b4025 183
511145.b3569 511145.b0586 212
511145.b3569 511145.b2169 299
511145.b3569 511145.b1083 157
511145.b3569 511145.b2507 258
511145.b3569 511145.b1923 157
511145.b3569 511145.b0595 238
511145.b3569 511145.b2415 240
511145.b3569 511145.b3212 457
511145.b3569 511145.b3206 240
511145.b3569 511145.b3947 609
511145.b3569 511145.b1626 161
511145.b3569 511145.b3568 237
511145.b3569 511145.b1198 538
511145.b3569 511145.b2114 227
511145.b3571 511145.b0486 300
511145.b3571 511145.b0692 300
511145.b3571 511145.b1296 300
511145.b3571 511145.b4115 300
511145.b3571 511145.b0899 300
511145.b3571 511145.b2014 300
511145.b3571 511145.b4156 300
511145.b3571 511145.b4132 300
511145.b3571 511145.b2901 313
511145.b3571 511145.b3234 457
511145.b3571 511145.b4141 300
511145.b3571 511145.b1492 300
511145.b3571 511145.b3078 300
511145.b3571 511145.b3370 300
511145.b3571 511145.b3259 173
511145.b3571 511145.b1605 300
511145.b3571 511145.b0161 457
511145.b3571 511145.b1927 900
511145.b3571 511145.b2628 459
511145.b3572 511145.b3770 900
511145.b3572 511145.b2290 900
511145.b3572 511145.b0436 457
511145.b3573 511145.b1673 280
511145.b3573 511145.b1628 260
511145.b3573 511145.b0640 158
511145.b3577 511145.b3579 925
511145.b3577 511145.b3578 960
511145.b3578 511145.b3579 925
511145.b3578 511145.b3577 960
511145.b3579 511145.b3578 925
511145.b3579 511145.b3577 925
511145.b3581 511145.b3034 185
511145.b3581 511145.b4196 900
511145.b3582 511145.b4197 900
511145.b3583 511145.b4198 900
511145.b3583 511145.b0061 900
511145.b3585 511145.b0020 229
511145.b3586 511145.b0879 242
511145.b3588 511145.b1398 296
511145.b3588 511145.b4381 181
511145.b3588 511145.b0881 457
511145.b3588 511145.b2836 159
511145.b3588 511145.b2341 152
511145.b3588 511145.b4382 277
511145.b3588 511145.b3846 152
511145.b3589 511145.b4269 900
511145.b3589 511145.b2453 900
511145.b3589 511145.b1478 900
511145.b3589 511145.b0325 900
511145.b3589 511145.b1241 900
511145.b3589 511145.b0356 903
511145.b3589 511145.b0879 214
511145.b3590 511145.b4179 402
511145.b3590 511145.b0680 165
511145.b3590 511145.b2185 816
511145.b3590 511145.b3230 800
511145.b3590 511145.b3298 944
511145.b3590 511145.b2576 429
511145.b3590 511145.b3637 807
511145.b3590 511145.b1089 800
511145.b3590 511145.b3636 800
511145.b3590 511145.b3301 842
511145.b3590 511145.b3310 848
511145.b3590 511145.b1717 800
511145.b3590 511145.b1282 799
511145.b3590 511145.b4172 398
511145.b3590 511145.b2606 809
511145.b3590 511145.b3296 943
511145.b3590 511145.b3340 219
